Datetime;Branch;Gender;Age;NPS;CSI;Loyalty;CES;Account Opening;ATM Service;Mobile Banking;Internet Banking;Customer Service;Loan Application;Complaint Handling;Branch Cleanliness;Staff Friendliness;Transaction Speed;Improvement_Feedback
30/09/2025 08.26;Baranangsiang;Male;38;7;4;4;3;4;3;4;4;4;5;5;3;4;3;overall good
01/09/2025 05.53;Leuwiliang;Female;32;8;5;5;5;3;4;4;5;5;5;3;5;5;5;overall good
07/09/2025 07.11;Gunung Putri;Male;34;10;4;4;3;4;4;4;5;4;4;4;4;4;4;overall good
05/09/2025 17.11;Cileungsi;Female;38;8;3;3;3;3;3;3;4;4;4;4;3;4;4;overall good
11/09/2025 17.33;Cibinong;Male;35;10;4;4;4;3;4;3;4;4;3;4;4;4;4;overall good
29/09/2025 12.58;Bogor Timur;Female;60;10;4;4;3;4;4;3;4;4;4;4;4;4;4;overall good
24/09/2025 02.07;Gunung Putri;Male;61;8;3;4;4;4;4;4;2;4;4;4;4;3;3;improve Internet Banking
17/09/2025 19.32;Cijeruk;Female;21;10;4;4;4;4;4;4;5;4;4;4;4;4;4;overall good
11/09/2025 05.24;Babakan Madang;Male;30;10;4;3;3;4;4;3;4;5;4;3;4;3;3;overall good
13/09/2025 09.54;Cijeruk;Female;65;10;3;3;4;3;3;4;4;3;3;3;4;4;4;overall good
04/09/2025 19.35;Leuwiliang;Male;23;4;3;4;4;3;3;4;2;4;3;3;4;3;3;improve Internet Banking
11/09/2025 01.48;Caringin;Female;56;0;4;4;3;3;3;4;4;5;3;4;3;4;4;overall good
22/09/2025 22.02;Ciawi;Male;44;10;4;4;3;4;4;4;4;4;4;5;3;3;4;overall good
18/09/2025 01.40;Babakan Madang;Female;22;9;4;4;4;4;3;3;4;3;4;4;4;4;3;overall good
14/09/2025 18.45;Sukaraja;Male;48;7;3;4;4;3;3;3;4;3;4;4;3;4;3;overall good
27/09/2025 02.20;Cijeruk;Female;52;3;4;4;4;3;4;4;4;4;3;4;4;3;4;overall good
05/09/2025 16.59;Tanah Sareal;Male;45;7;4;4;4;4;4;4;4;4;4;4;4;4;3;overall good
28/09/2025 16.57;Leuwiliang;Female;34;9;4;4;4;4;3;3;4;4;4;4;3;4;4;overall good
27/09/2025 16.52;Dramaga;Male;32;8;5;4;5;3;4;4;4;4;4;4;4;4;4;overall good
30/09/2025 02.10;Gunung Putri;Female;43;8;5;4;4;4;4;4;4;4;5;4;4;4;4;overall good
16/09/2025 10.14;Cileungsi;Male;41;7;4;4;4;4;4;4;5;4;5;4;5;4;4;overall good
20/09/2025 14.39;Ciawi;Female;55;7;4;4;3;4;5;4;4;4;4;4;5;3;3;overall good
08/09/2025 14.52;Caringin;Male;50;10;3;4;4;4;4;3;4;4;4;3;4;4;4;overall good
23/09/2025 12.37;Baranangsiang;Female;46;10;4;4;4;4;4;3;4;4;3;3;4;3;3;overall good
29/09/2025 03.55;Baranangsiang;Male;64;3;3;3;4;3;4;4;4;4;3;3;4;4;3;overall good
11/09/2025 21.12;Gunung Putri;Female;47;9;4;4;4;4;4;4;4;4;4;4;4;3;5;overall good
30/09/2025 02.32;Tanah Sareal;Male;60;7;4;4;4;3;4;4;4;4;4;3;4;3;3;overall good
30/09/2025 14.28;Sukaraja;Female;47;2;4;4;4;4;4;4;4;4;3;4;4;3;5;overall good
05/09/2025 09.59;Cibinong;Male;31;8;4;4;4;3;4;4;3;3;4;3;5;4;5;overall good
27/09/2025 19.11;Bojonggede;Female;22;8;4;4;4;3;4;4;4;4;4;4;4;4;3;overall good
23/09/2025 05.20;Ciawi;Male;33;7;5;4;5;5;5;4;5;5;4;5;5;5;5;overall good
16/09/2025 16.00;Bojonggede;Female;36;9;4;4;4;4;3;4;4;4;4;3;5;5;3;overall good
11/09/2025 01.10;Tanah Sareal;Male;39;9;4;3;4;3;4;4;3;4;3;3;3;3;3;overall good
12/09/2025 17.48;Sukaraja;Female;50;10;4;4;4;4;4;3;4;4;5;4;4;4;4;overall good
30/09/2025 07.43;Baranangsiang;Male;50;7;4;4;4;4;4;4;3;3;4;4;3;5;3;overall good
01/09/2025 08.01;Ciomas;Female;31;9;3;3;3;4;3;3;4;3;4;2;4;4;3;improve Complaint Handling
19/09/2025 16.55;Bogor Barat;Male;64;8;4;4;4;5;4;4;4;4;4;4;3;4;4;overall good
27/09/2025 02.02;Bogor Timur;Female;47;5;3;4;3;2;3;4;4;3;3;3;4;4;3;improve Account Opening
02/09/2025 03.38;Bogor Selatan;Male;59;4;3;4;3;3;3;3;3;3;3;3;4;3;3;overall good
15/09/2025 05.19;Babakan Madang;Female;51;0;3;4;4;3;3;3;3;3;3;3;4;3;4;overall good
21/09/2025 19.20;Leuwiliang;Male;23;10;5;4;5;5;4;4;5;5;4;5;5;5;5;overall good
29/09/2025 03.31;Bogor Selatan;Female;27;10;3;3;3;2;3;3;2;3;3;3;3;2;3;improve Account Opening, Internet Banking, Staff Friendliness
07/09/2025 21.23;Bogor Selatan;Male;31;8;3;4;3;4;3;4;3;4;4;3;3;4;3;overall good
17/09/2025 00.30;Cibinong;Female;51;9;4;4;4;3;5;4;3;3;4;4;3;4;4;overall good
12/09/2025 21.07;Bogor Timur;Male;50;3;3;3;3;3;3;3;3;3;3;3;4;4;4;overall good
17/09/2025 01.14;Cileungsi;Female;42;10;3;4;4;4;3;4;4;3;3;4;4;3;4;overall good
29/09/2025 20.33;Babakan Madang;Male;65;10;4;4;5;4;5;4;3;4;4;4;3;4;4;overall good
02/09/2025 06.13;Bogor Barat;Female;29;10;3;3;3;4;4;3;3;3;4;4;4;3;4;overall good
15/09/2025 21.17;Cibinong;Male;44;8;4;4;4;4;3;3;3;3;3;3;4;4;4;overall good
22/09/2025 08.28;Baranangsiang;Female;57;3;3;3;4;4;3;4;4;4;4;4;4;2;3;improve Staff Friendliness
08/09/2025 02.42;Dramaga;Male;30;7;4;4;4;3;4;4;4;4;3;4;4;3;3;overall good
12/09/2025 01.32;Kemang;Female;39;2;3;3;3;3;3;4;3;4;3;2;2;3;4;improve Complaint Handling, Branch Cleanliness
29/10/2025 08.40;Bogor Tengah;Male;34;7;4;3;3;4;4;4;3;3;4;4;4;4;3;overall good
24/10/2025 03.42;Bogor Tengah;Female;37;10;4;4;5;4;4;4;5;4;5;4;5;4;5;overall good
08/10/2025 13.36;Kemang;Male;31;5;4;4;4;4;4;3;4;4;4;4;4;3;4;overall good
19/10/2025 08.22;Sukaraja;Female;53;10;4;3;4;3;4;4;3;4;4;3;3;3;3;overall good
09/10/2025 12.20;Caringin;Male;62;10;4;4;3;3;3;4;3;3;4;4;3;3;3;overall good
17/10/2025 14.53;Caringin;Female;45;9;4;4;4;4;5;5;5;4;4;5;5;4;4;overall good
14/10/2025 12.15;Cibinong;Male;40;9;4;4;4;4;4;4;3;3;4;4;3;4;4;overall good
25/10/2025 05.07;Kemang;Female;28;2;3;3;3;3;3;4;3;4;3;4;2;4;3;improve Branch Cleanliness
26/10/2025 10.38;Babakan Madang;Male;57;0;4;4;3;5;3;3;5;4;3;4;4;3;3;overall good
20/10/2025 08.16;Cibinong;Female;33;9;4;4;4;3;4;4;4;4;3;4;4;4;4;overall good
27/10/2025 20.37;Bogor Selatan;Male;42;8;4;4;3;4;5;3;4;4;4;3;3;4;4;overall good
03/10/2025 17.12;Cijeruk;Female;55;6;3;3;3;3;4;3;3;3;3;2;3;3;4;improve Complaint Handling
13/10/2025 10.20;Babakan Madang;Male;57;7;3;4;4;5;4;3;4;4;4;4;4;4;4;overall good
12/10/2025 21.32;Baranangsiang;Female;65;6;3;4;4;3;5;4;4;4;4;3;4;3;4;overall good
02/10/2025 22.52;Cibinong;Male;65;7;4;4;4;4;4;3;4;3;4;3;3;3;3;overall good
10/10/2025 05.22;Kemang;Female;38;7;4;4;3;4;4;4;4;4;4;4;4;4;4;overall good
11/10/2025 02.01;Bogor Timur;Male;29;7;3;3;4;3;4;3;4;4;3;4;3;4;3;overall good
23/10/2025 12.54;Cibinong;Female;36;8;4;4;4;4;3;4;3;4;3;4;4;3;4;overall good
16/10/2025 11.29;Bogor Selatan;Male;55;0;4;4;4;3;3;3;4;4;4;4;4;3;4;overall good
05/10/2025 01.09;Bogor Timur;Female;33;10;4;4;4;4;4;3;4;4;4;3;3;4;3;overall good
30/10/2025 01.03;Caringin;Male;33;9;4;4;4;4;4;3;4;4;4;3;3;4;3;overall good
06/10/2025 09.56;Caringin;Female;40;8;4;4;4;4;4;5;4;4;3;4;4;3;3;overall good
01/10/2025 00.34;Babakan Madang;Male;62;10;3;4;4;3;4;3;3;3;4;4;4;4;3;overall good
31/10/2025 15.19;Cileungsi;Female;47;8;4;4;4;3;3;4;4;3;3;4;3;4;3;overall good
15/10/2025 13.06;Baranangsiang;Male;42;8;4;4;4;3;4;4;3;4;4;4;4;3;4;overall good
28/10/2025 05.55;Cileungsi;Female;55;10;5;5;4;5;5;4;4;4;4;5;5;4;4;overall good
09/10/2025 20.15;Ciawi;Male;40;7;4;3;4;5;3;4;5;4;4;4;4;4;4;overall good
25/10/2025 01.38;Caringin;Female;21;10;4;4;4;3;4;4;4;4;5;4;4;3;4;overall good
15/10/2025 18.55;Baranangsiang;Male;32;10;4;4;4;4;5;4;2;3;4;4;4;3;4;improve Internet Banking
10/10/2025 09.33;Bogor Selatan;Female;49;9;4;3;4;3;4;4;3;3;4;4;4;4;4;overall good
16/10/2025 12.50;Bogor Selatan;Male;35;10;4;3;4;4;3;4;4;4;4;4;3;4;4;overall good
30/10/2025 14.09;Ciawi;Female;51;10;4;3;4;4;3;5;4;4;4;3;5;5;4;overall good
08/10/2025 14.12;Yasmin;Male;57;8;4;3;4;4;4;4;4;4;5;4;4;4;4;overall good
30/10/2025 14.50;Yasmin;Female;46;7;4;4;4;3;4;3;4;4;4;4;4;4;3;overall good
29/10/2025 21.29;Baranangsiang;Male;41;8;5;5;4;4;4;4;5;4;5;5;4;4;4;overall good
23/10/2025 21.53;Gunung Putri;Female;38;10;4;4;4;4;4;4;4;4;3;4;4;4;5;overall good
18/10/2025 04.21;Dramaga;Male;44;10;4;3;4;4;3;3;3;4;3;3;3;5;3;overall good
21/10/2025 05.59;Ciomas;Female;49;10;4;4;4;4;4;4;5;3;4;3;3;3;3;overall good
18/10/2025 03.59;Bogor Tengah;Male;46;10;4;3;5;4;4;5;4;4;3;4;3;5;3;overall good
10/10/2025 19.35;Tanah Sareal;Female;50;0;3;3;4;4;3;5;4;4;2;4;5;4;3;improve Loan Application
19/10/2025 03.07;Yasmin;Male;63;2;3;4;4;4;4;4;4;3;4;4;5;4;5;overall good
16/10/2025 19.27;Bogor Tengah;Female;41;10;4;4;5;4;3;4;3;3;4;3;4;4;4;overall good
30/10/2025 23.30;Cijeruk;Male;56;7;4;3;3;4;3;3;3;4;4;4;3;3;4;overall good
04/10/2025 14.42;Ciawi;Female;49;7;5;5;4;5;3;4;4;4;4;5;5;4;4;overall good
29/10/2025 18.49;Cibinong;Male;31;10;3;3;4;3;4;4;4;4;4;4;3;4;5;overall good
24/10/2025 15.26;Caringin;Female;23;3;3;4;3;3;3;2;3;4;3;2;4;4;4;improve Mobile Banking, Complaint Handling
19/10/2025 04.55;Cibinong;Male;38;4;4;4;4;3;3;4;4;4;4;4;4;3;3;overall good
14/10/2025 09.37;Bogor Barat;Female;27;10;3;4;4;4;3;4;4;4;3;4;4;4;4;overall good
06/10/2025 09.21;Cijeruk;Male;44;10;4;4;4;4;4;5;4;4;5;4;4;4;4;overall good
16/10/2025 18.07;Caringin;Female;29;0;4;4;4;4;5;4;4;4;4;4;4;4;4;overall good
15/10/2025 12.11;Gunung Putri;Male;30;4;4;3;5;4;4;5;5;5;4;5;4;5;5;overall good
12/10/2025 21.42;Sukaraja;Female;33;8;4;3;4;4;4;3;3;4;5;4;4;3;4;overall good
28/10/2025 00.34;Ciomas;Male;57;8;4;4;4;4;3;3;3;4;3;3;4;2;4;improve Staff Friendliness
04/10/2025 07.13;Ciawi;Female;39;1;3;3;3;3;4;3;4;4;3;4;4;4;3;overall good
11/10/2025 10.16;Ciomas;Male;44;3;4;4;4;5;3;4;3;3;4;4;4;4;4;overall good
18/10/2025 13.59;Baranangsiang;Female;41;10;4;4;4;4;4;4;3;4;3;4;4;3;3;overall good
13/10/2025 13.47;Ciomas;Male;33;5;3;4;4;4;4;4;4;3;4;3;4;4;4;overall good
07/10/2025 19.25;Cileungsi;Female;59;7;4;4;4;4;5;4;4;4;4;3;4;4;4;overall good
24/10/2025 14.38;Bogor Selatan;Male;62;10;4;3;4;4;3;4;3;3;5;4;3;3;4;overall good
01/10/2025 18.52;Bogor Barat;Female;54;10;4;4;4;4;4;4;5;3;4;5;4;4;5;overall good
16/10/2025 21.03;Sukaraja;Male;48;4;4;5;4;4;5;4;4;4;5;4;4;4;4;overall good
31/10/2025 19.05;Cijeruk;Female;52;10;4;4;5;4;5;5;5;5;4;4;4;4;4;overall good
26/10/2025 19.32;Bogor Timur;Male;25;7;3;3;3;3;4;3;3;3;3;3;2;4;3;improve Branch Cleanliness
28/10/2025 20.40;Baranangsiang;Female;53;0;4;4;3;4;4;5;4;4;5;4;5;3;4;overall good
04/10/2025 13.08;Babakan Madang;Male;60;1;3;4;4;3;4;3;3;3;3;4;3;3;3;overall good
17/10/2025 00.58;Gunung Putri;Female;38;9;4;4;4;5;5;4;4;4;4;5;4;5;4;overall good
23/10/2025 01.00;Bogor Timur;Male;32;8;4;4;4;3;3;4;4;3;3;4;4;4;4;overall good
02/10/2025 01.01;Ciawi;Female;65;8;4;4;4;4;4;4;5;4;4;4;4;3;4;overall good
01/10/2025 21.59;Leuwiliang;Male;57;10;3;3;3;3;3;2;4;3;4;3;3;3;3;improve Mobile Banking
13/10/2025 13.35;Bogor Tengah;Female;35;9;4;4;3;4;4;5;4;3;4;4;4;5;4;overall good
26/10/2025 20.14;Cibinong;Male;58;8;4;4;4;4;4;4;4;4;3;4;4;3;4;overall good
29/10/2025 00.05;Babakan Madang;Female;62;8;4;5;4;4;4;4;3;3;4;4;4;4;4;overall good
15/10/2025 23.24;Tanah Sareal;Male;33;1;3;3;3;3;3;5;4;4;3;4;3;5;3;overall good
07/10/2025 04.20;Baranangsiang;Female;27;9;3;4;4;4;3;3;4;5;4;4;3;3;3;overall good
16/10/2025 07.23;Cijeruk;Male;43;2;4;4;4;4;4;3;5;4;4;4;4;3;4;overall good
08/10/2025 22.14;Cibinong;Female;63;10;5;4;4;5;5;4;4;4;4;5;4;4;4;overall good
18/10/2025 06.00;Gunung Putri;Male;38;9;4;4;4;4;3;4;5;3;4;4;4;4;3;overall good
06/10/2025 23.26;Bogor Tengah;Female;29;3;4;4;4;4;3;4;4;4;4;4;3;4;4;overall good
19/10/2025 11.13;Leuwiliang;Male;22;9;4;5;4;5;4;5;4;4;4;5;4;3;4;overall good
10/10/2025 23.34;Bogor Barat;Female;49;9;4;4;4;5;3;4;4;4;4;5;4;5;3;overall good
09/10/2025 12.00;Leuwiliang;Male;58;0;4;4;3;3;4;4;4;5;4;4;4;3;4;overall good
08/10/2025 21.46;Ciawi;Female;58;0;3;3;3;4;4;3;3;2;3;4;4;3;4;improve Customer Service
30/10/2025 08.41;Yasmin;Male;28;5;4;4;3;5;4;5;3;5;4;4;4;4;4;overall good
05/10/2025 09.46;Bojonggede;Female;41;7;3;3;4;3;3;3;4;3;4;3;4;4;5;overall good
23/10/2025 04.23;Ciawi;Male;44;9;4;4;4;3;4;4;3;3;4;4;4;3;3;overall good
20/10/2025 10.23;Bogor Tengah;Female;21;8;3;4;5;4;4;3;4;4;4;4;4;4;3;overall good
04/10/2025 04.05;Bogor Selatan;Male;43;10;4;4;4;3;4;3;4;3;3;3;4;3;4;overall good
19/10/2025 22.01;Gunung Putri;Female;62;9;4;4;3;4;4;5;3;3;4;3;3;3;3;overall good
16/10/2025 16.38;Caringin;Male;22;2;3;3;3;4;3;3;4;4;3;4;4;3;4;overall good
28/10/2025 09.46;Bogor Barat;Female;30;1;4;3;3;4;4;3;4;3;3;4;3;3;4;overall good
23/10/2025 19.22;Bogor Tengah;Male;29;7;4;4;3;3;4;4;4;4;3;4;3;4;4;overall good
15/10/2025 05.28;Bogor Barat;Female;24;7;4;4;4;3;4;4;3;3;3;5;3;4;3;overall good
21/10/2025 08.26;Bojonggede;Male;60;7;3;4;3;4;4;4;4;5;4;3;4;4;5;overall good
09/10/2025 19.35;Baranangsiang;Female;32;1;4;4;5;4;5;4;4;4;3;4;4;4;4;overall good
25/10/2025 03.41;Bojonggede;Male;28;7;4;4;4;3;4;5;4;3;4;4;4;4;4;overall good
13/10/2025 20.57;Yasmin;Female;40;10;4;4;4;4;4;4;4;4;3;4;4;4;5;overall good
17/10/2025 02.19;Kemang;Male;41;9;4;4;4;5;4;4;3;4;4;4;5;4;4;overall good
20/10/2025 18.57;Bogor Tengah;Female;51;9;3;4;4;3;4;4;3;4;4;4;5;4;4;overall good
08/10/2025 16.17;Bogor Barat;Male;55;9;4;4;4;2;4;3;4;4;4;5;3;5;5;improve Account Opening
05/10/2025 11.19;Bogor Selatan;Female;21;9;5;4;3;4;3;4;4;4;5;4;4;4;4;overall good
23/10/2025 13.06;Gunung Putri;Male;25;10;3;3;3;4;3;5;4;4;3;4;3;4;4;overall good
16/10/2025 02.50;Gunung Putri;Female;55;9;4;4;4;3;4;4;5;4;4;4;4;4;4;overall good
07/10/2025 05.21;Caringin;Male;51;2;3;3;3;3;4;3;3;4;4;4;4;4;3;overall good
24/10/2025 04.39;Ciomas;Female;63;7;4;4;4;5;4;3;4;4;4;5;4;4;4;overall good
25/10/2025 23.42;Caringin;Male;57;9;3;4;4;4;5;5;4;3;5;4;4;4;3;overall good
05/10/2025 14.26;Tanah Sareal;Female;30;9;4;4;3;4;4;4;4;3;4;4;4;3;5;overall good
13/10/2025 03.00;Leuwiliang;Male;39;0;4;4;3;2;4;3;4;4;3;4;3;4;4;improve Account Opening
16/10/2025 22.52;Cibinong;Female;37;10;4;4;4;5;3;4;3;3;3;4;4;4;5;overall good
07/10/2025 09.26;Babakan Madang;Male;63;8;4;4;4;3;4;5;3;5;4;4;4;4;3;overall good
29/10/2025 03.00;Ciomas;Female;48;7;3;3;4;4;4;4;4;4;3;3;3;4;4;overall good
09/10/2025 20.14;Bogor Barat;Male;45;7;5;4;4;5;5;5;4;5;4;5;5;4;5;overall good
12/10/2025 13.05;Bogor Tengah;Female;30;6;3;3;3;3;3;3;3;3;3;3;4;3;3;overall good
24/10/2025 11.43;Baranangsiang;Male;46;10;4;4;4;4;4;4;3;3;4;5;4;4;3;overall good
22/10/2025 22.44;Bojonggede;Female;33;8;4;3;4;3;3;4;4;4;4;4;4;3;4;overall good
22/10/2025 08.28;Yasmin;Male;50;4;3;4;3;3;4;3;4;4;4;3;3;4;4;overall good
17/10/2025 08.55;Bogor Selatan;Female;38;8;4;3;3;3;4;4;3;4;4;3;4;3;4;overall good
27/10/2025 15.30;Baranangsiang;Male;37;10;4;4;4;4;3;3;3;3;3;3;4;3;4;overall good
26/10/2025 04.45;Babakan Madang;Female;63;10;4;4;5;4;4;4;5;3;3;4;4;4;3;overall good
02/10/2025 05.36;Cileungsi;Male;25;8;4;3;4;4;4;3;4;3;4;4;5;4;4;overall good
06/10/2025 09.29;Cijeruk;Female;29;10;4;4;4;4;4;3;4;4;3;3;4;4;3;overall good
17/10/2025 21.00;Bogor Selatan;Male;56;7;4;4;4;4;4;5;4;4;5;4;5;4;4;overall good
25/10/2025 12.02;Dramaga;Female;49;7;3;5;4;3;3;4;3;4;4;4;4;3;4;overall good
10/10/2025 11.02;Baranangsiang;Male;46;4;4;5;4;3;4;4;4;4;3;4;4;4;5;overall good
10/10/2025 15.28;Tanah Sareal;Female;64;9;4;4;4;4;2;4;4;4;3;4;3;4;3;improve ATM Service
28/10/2025 07.48;Bojonggede;Male;54;1;3;3;4;3;3;3;3;4;4;4;4;4;3;overall good
27/10/2025 04.30;Ciawi;Female;54;10;4;4;4;4;3;4;3;4;3;4;4;4;4;overall good
09/10/2025 02.16;Cibinong;Male;65;4;3;4;4;4;4;5;4;4;3;4;5;5;4;overall good
31/10/2025 19.43;Bojonggede;Female;31;9;4;5;4;4;3;5;4;4;5;4;5;5;5;overall good
08/10/2025 09.09;Kemang;Male;35;6;4;4;3;4;4;4;4;4;4;3;3;3;4;overall good
14/10/2025 12.23;Cijeruk;Female;60;9;4;5;4;4;4;5;5;4;4;2;3;3;3;improve Complaint Handling
24/10/2025 03.12;Bogor Barat;Male;46;10;4;4;4;5;4;5;4;3;5;5;4;5;4;overall good
01/10/2025 00.24;Babakan Madang;Female;41;10;4;4;4;4;3;4;3;4;3;5;4;3;4;overall good
11/10/2025 03.13;Bogor Timur;Male;37;8;4;4;4;3;4;4;3;4;4;4;4;5;4;overall good
20/10/2025 22.07;Kemang;Female;59;0;4;5;4;4;3;4;4;3;4;4;4;4;4;overall good
12/10/2025 18.29;Tanah Sareal;Male;30;7;4;3;4;4;3;4;4;4;4;3;3;3;4;overall good
29/10/2025 17.03;Leuwiliang;Female;31;8;4;4;4;4;4;4;5;4;4;4;5;3;4;overall good
11/10/2025 23.39;Yasmin;Male;36;0;3;4;3;4;3;4;4;4;2;4;4;4;3;improve Loan Application
29/10/2025 10.39;Cileungsi;Female;29;0;4;4;4;4;4;4;4;4;4;4;4;4;4;overall good
16/10/2025 21.31;Tanah Sareal;Male;34;10;5;4;4;4;4;4;3;4;4;4;4;4;4;overall good
26/10/2025 10.47;Bogor Tengah;Female;61;10;4;5;4;4;4;3;4;4;4;5;5;4;4;overall good
22/10/2025 06.37;Bogor Selatan;Male;61;7;4;3;3;4;4;3;4;4;4;4;4;4;3;overall good
08/10/2025 11.02;Dramaga;Female;28;8;4;5;4;4;4;3;4;4;4;4;4;3;4;overall good
19/10/2025 12.28;Bogor Timur;Male;42;0;4;4;4;3;3;5;4;4;4;5;4;3;4;overall good
29/10/2025 09.32;Cileungsi;Female;28;3;3;3;4;3;4;3;4;3;4;3;3;4;3;overall good
15/10/2025 03.09;Baranangsiang;Male;65;3;4;4;4;4;3;4;4;4;4;5;4;3;4;overall good
12/10/2025 17.07;Cibinong;Female;54;10;4;4;4;4;4;4;4;5;4;4;5;4;3;overall good
03/10/2025 18.00;Caringin;Male;65;8;5;4;5;4;5;5;4;4;5;4;4;5;4;overall good
14/10/2025 09.24;Bogor Selatan;Female;38;5;4;4;3;4;4;4;4;4;4;4;4;5;3;overall good
13/10/2025 04.43;Cileungsi;Male;61;8;4;4;4;5;4;5;4;4;3;5;4;4;4;overall good
12/10/2025 18.49;Bojonggede;Female;26;10;4;5;4;5;4;4;4;4;3;4;5;3;4;overall good
13/10/2025 21.37;Sukaraja;Male;52;10;3;4;4;4;5;4;4;3;3;4;3;4;4;overall good
30/10/2025 10.46;Bogor Selatan;Female;52;8;4;3;3;4;4;4;4;4;4;4;4;3;3;overall good
29/10/2025 15.47;Ciawi;Male;63;9;4;4;3;5;4;4;5;3;4;5;5;4;4;overall good
18/10/2025 12.14;Bogor Selatan;Female;57;9;4;4;3;4;4;4;4;3;4;4;4;2;4;improve Staff Friendliness
20/10/2025 02.44;Sukaraja;Male;64;8;4;5;5;4;5;4;4;4;4;5;4;5;4;overall good
23/10/2025 08.48;Bogor Barat;Female;43;8;5;4;4;4;4;4;4;4;4;4;4;4;4;overall good
31/10/2025 11.48;Sukaraja;Male;54;10;3;4;3;5;4;4;4;4;3;3;4;4;4;overall good
28/10/2025 12.31;Gunung Putri;Female;63;1;4;4;4;4;4;4;4;3;5;5;3;4;5;overall good
05/10/2025 19.06;Baranangsiang;Male;22;8;4;4;4;4;4;4;4;5;4;4;4;3;4;overall good
23/10/2025 04.00;Dramaga;Female;47;5;4;5;4;5;4;4;4;4;4;4;4;4;5;overall good
18/10/2025 02.33;Cileungsi;Male;43;2;3;4;3;2;3;3;3;3;4;5;3;4;4;improve Account Opening
16/10/2025 18.05;Cibinong;Female;38;9;4;5;4;4;4;4;4;4;3;4;4;4;4;overall good
08/10/2025 19.06;Babakan Madang;Male;65;2;4;4;3;4;4;3;4;4;5;4;4;4;3;overall good
20/10/2025 11.34;Yasmin;Female;56;8;4;4;4;4;3;4;3;3;3;3;4;3;4;overall good
05/10/2025 07.32;Bojonggede;Male;32;6;4;3;4;4;4;4;4;3;4;3;4;4;3;overall good
16/10/2025 08.47;Ciomas;Female;43;7;4;5;4;4;4;4;4;4;5;5;4;4;4;overall good
20/10/2025 17.06;Dramaga;Male;27;0;4;4;4;3;4;4;4;5;4;4;5;4;4;overall good
19/10/2025 13.52;Ciomas;Female;60;7;4;4;4;4;4;3;4;4;3;3;3;4;4;overall good
18/10/2025 00.28;Yasmin;Male;37;3;4;2;4;3;5;3;4;3;3;3;5;3;3;overall good
08/10/2025 17.30;Ciomas;Female;49;6;3;4;4;4;3;4;4;4;4;4;3;4;4;overall good
29/10/2025 05.54;Baranangsiang;Male;41;9;4;3;4;3;3;3;4;4;4;4;4;5;4;overall good
28/10/2025 04.21;Dramaga;Female;53;8;4;5;4;4;4;4;5;4;5;4;5;4;4;overall good
10/10/2025 15.24;Cijeruk;Male;32;9;4;5;3;4;4;4;3;4;4;3;4;4;3;overall good
13/10/2025 18.50;Bogor Timur;Female;26;8;4;4;4;4;4;4;4;4;5;4;3;4;3;overall good
07/10/2025 10.59;Tanah Sareal;Male;42;8;4;2;3;3;3;2;4;4;3;4;4;4;3;improve Mobile Banking
15/10/2025 06.25;Leuwiliang;Female;27;5;4;3;3;4;3;3;4;3;3;3;3;4;4;overall good
11/10/2025 21.56;Kemang;Male;57;2;4;4;4;4;3;3;4;3;3;4;4;5;4;overall good
14/10/2025 06.59;Babakan Madang;Female;23;9;4;3;4;4;4;4;4;4;4;3;4;4;5;overall good
12/10/2025 21.51;Bogor Tengah;Male;52;9;4;3;4;4;4;4;4;4;4;4;4;4;4;overall good
08/10/2025 01.22;Cibinong;Female;49;7;4;4;4;3;2;3;3;3;3;3;4;4;4;improve ATM Service
30/10/2025 17.17;Bogor Tengah;Male;39;9;4;4;4;4;3;4;4;3;3;3;4;3;4;overall good
21/10/2025 00.23;Caringin;Female;49;7;3;3;4;3;3;3;4;3;3;3;4;4;3;overall good
13/10/2025 16.39;Baranangsiang;Male;54;8;3;4;4;4;3;4;3;3;4;4;4;3;3;overall good
12/10/2025 09.27;Bojonggede;Female;37;10;4;4;4;4;4;4;3;4;4;4;3;4;3;overall good
16/10/2025 14.45;Ciomas;Male;55;9;4;4;4;4;3;3;4;4;4;4;3;4;3;overall good
25/10/2025 15.13;Cibinong;Female;55;7;3;4;4;4;4;4;4;4;3;3;5;5;4;overall good
17/10/2025 21.50;Caringin;Male;55;9;4;4;4;4;5;4;4;4;4;5;4;4;4;overall good
23/10/2025 08.13;Cijeruk;Female;35;7;3;4;4;4;3;4;5;4;5;4;3;4;3;overall good
04/10/2025 03.19;Kemang;Male;49;8;4;4;4;3;4;4;4;4;4;3;4;3;4;overall good
17/10/2025 20.59;Baranangsiang;Female;22;7;4;4;4;4;5;4;4;3;4;4;4;4;4;overall good
04/10/2025 04.12;Caringin;Male;30;10;4;5;5;5;5;5;5;5;5;4;4;5;3;overall good
30/10/2025 00.24;Cileungsi;Female;57;9;4;4;4;4;4;3;4;4;4;4;3;4;4;overall good
20/10/2025 05.39;Caringin;Male;48;7;4;4;4;4;3;4;4;3;3;5;4;3;4;overall good
17/10/2025 01.05;Yasmin;Female;63;10;4;4;3;3;5;4;4;3;4;4;5;4;4;overall good
08/10/2025 00.02;Cibinong;Male;57;8;4;4;4;4;4;3;3;4;4;4;4;4;4;overall good
30/10/2025 14.13;Cijeruk;Female;64;7;4;4;3;4;5;4;4;4;4;4;5;4;4;overall good
